,DateTime,Uid,Tweet,Label (Specialist),HashTag
4373,2021-07-15 14:38:15,931748191ab4,อยากตายก็ปล่อยให้มันตายเราทรมานขนาดไหนคุณไม่รู้เลยหรอคิดว่าคนเรามันจะอยากตายขนาดเลยหรอถ้ามันอยู่แล้วมีความสุขอ่ะ,Level 1,#โรคซึมเศร้า
4374,2021-10-20 5:13:09,9379bfd83834,เราเหนื่อยมากเลยอ่ะเหนื่อยจนอยากบอกทุกคนที่บ้านว่าขอให้เราหายไปได้ไหมไม่อยากอยู่ต่อให้เป็นภาระใครไม่อยากเป็นแบบนี้แล้ว,Level 1,#โรคซึมเศร้า
4376,2021-10-18 16:51:36,94fa3ac6f0b5,ทุกอย่างมันว่างเปล่าไปหมดแม้กระทั่งเหตุผลในการมีชีวิต,Level 1,#โรคซึมเศร้า
4377,2021-10-11 6:27:08,9526a7e14390,ไม่ไหวแล้วจะตายแล้ว,Level 1,#ซึมเศร้า #ซึมเศร้าเพื่อนรัก #โรคซึมเศร้า #ครอบครัว #ครอบครัวไม่ใช่เซฟโซน
4378,2021-10-07 15:23:29,9526a7e14391,รสชาติชีวิตของฉันมันช่างขมขื่นมากซะจนตัวฉันไม่อยากที่จะมีชีวิตต่อแล้วล่ะ,Level 1,#โรคซึมเศร้า  #ซึมเศร้า #ครอบครัวไม่ใช่เซฟโซน
4379,2021-10-13 13:20:25,9526a7e14392,ตื่นมาก็แย่เลยรู้งี้ไม่ตื่นดีกว่า,Level 1,#โรคซึมเศร้า
4380,2021-10-11 14:56:04,971e3f2521eb,ทำไมต้องตื่นมาเจอกับความสิ้นหวังในทุกวัน,Level 1,#โรคซึมเศร้า #อยากหายไป #อยากตาย #นรกบนดิน #ซึมเศร้าเพื่อนรัก
4381,2021-09-29 17:46:05,971f7b422305,ไม่อยากให้มีพรุ่งนี้เลยหยุดเวลาไว้แค่นี้ได้มั้ย,Level 1,#ซึมเศร้า #โรคซึมเศร้า
4382,2021-09-15 20:56:37,972a60683b51,เมื่อไหร่การเดินทางจะจบสักที,Level 1,#โรคซึมเศร้า
4383,2021-06-23 7:50:53,97b23cf09cb3,เหนื่อยจังเมื่อไหร่จะหายๆไปซักทีตัวเรา,Level 1,#โรคซึมเศร้า
4384,2021-09-30 6:29:27,980963a0186a,ถ้าเราตายได้โปรดอย่าร้องไห้อย่าคิดถึง,Level 1,#โรคซึมเศร้า
4386,2021-10-08 15:49:04,980963a0186a,อยากตายให้จบๆแม่ง,Level 1,#โรคซึมเศร้า
4387,2021-10-15 3:50:03,980963a0186a,เมื่อไหร่จะตายให้มันจบๆไปเลยวะ,Level 1,#โรคซึมเศร้า
4388,2021-10-24 2:46:08,9815bb517ca3,กลับมากินยาใหม่จะครบเดือนแล้วนะอาการไม่ดีขึ้นเลยยิ่งวันนี้โคตรดิ่งดาวน์โคตรจะอยากตายเบื่อที่สุดที่รอดตายมาได้ทุกครั้ง,Level 1,#โรคซึมเศร้า
4389,2021-10-10 12:41:00,9acbf01c40b6,มีใครยังไม่นอนบ้างเราอยากตาย,Level 1,#โรคซึมเศร้า
4390,2021-10-08 9:26:02,9acbf01c40b7,ทำไมเราต้องทนกับสิ่งที่ทำร้ายจิตใจเราด้วยวะทำไมเราถึงเลือกตายไม่ได้,Level 1,#โรคซึมเศร้า
4391,2021-10-08 8:48:21,9acbf01c40b8,มีชีวิตอยู่เพื่อรอวันตาย,Level 1,#โรคซึมเศร้า
4392,2021-08-27 14:16:31,9b14637c42e1,ไม่รักชีวิตตัวเองแล้วอะตายได้ก็ตาย,Level 1,#โรคซึมเศร้า
4394,2021-09-04 11:03:24,9b7e42a3a496,ถ้าวันนึงเราไม่ได้อยากอยู่เพื่อมองท้องฟ้าในทุกๆวันแล้ววันนั้นมันคงแย่มากแน่ๆเลยนะคะ,Level 1,#โรคซึมเศร้า
4395,2021-09-18 7:28:15,9b7e42a3a496,พยายามแล้วได้แค่นี้มันคงพอละมั้งกับโลกใบนี้,Level 1,#โรคซึมเศร้า
4396,2021-09-18 7:20:27,9b7e42a3a496,ถ้ามีกูเป็นลูกละมันไม่ดีกูก็จะตายให้,Level 1,#โรคซึมเศร้า
4397,2021-06-21 16:29:09,9b90bcd45de6,ว่างเปล่าอีกแล้วคงต้องทำให้รู้สึกอีกครั้งเนอะ,Level 1,"#ครอบครัวไม่ใช่เซฟโซน #อยากตาย 
#ไร้ความรู้สึก"
4398,2021-10-22 11:05:36,9bbee7a791d5,ล้อเล่นตรงไหนกูอยากตายจริงกูจะล้อเล่นทำไม,Level 1,#โรคซึมเศร้า
4399,2021-07-05 18:33:12,9be32d4cf338,โหอยากตายสัสๆเลย,Level 1,#เศร้า #คําคมความรู้สึก #คําคมชีวิต #ความรัก #โรคซึมเศร้า #คําคมคนอกหัก
4400,2021-10-08 12:27:12,9c218235caf0,อยากนอนแล้วไม่ตื่นขึ้นมาอีกเลย,Level 1,#โรคซึมเศร้า
4401,2021-09-22 19:07:43,9cb73ec09f73,สู้กับความคิดอยากตายๆไปชะในหัวของตัวเองเฉยๆก็หนักแล้วยังต้องมาเจอเรื่องห่าเหวในทุกวันอีก,Level 1,#โรคซึมเศร้า
4402,2021-09-29 14:51:26,9e900b67bb8d,ยังยืนยันเหมือนเดิมว่ายังอยากตายขอแค่รอเวลาเท่านั้น,Level 1,#อยากตาย
4404,2021-09-29 14:50:12,9e900b67bb8d,มันเหนื่อยมันท้อสับสนไปหมดอยากจะหลับแบบไม่ต้องตื่นขึ้นมาอีกแล้วโลกใจร้ายกับเรามากเลยนะ,Level 1,#โรคซึมเศร้า #อยากตาย
4405,2021-09-29 17:18:48,9e900b67bb8d,ความตายคือดีที่สุดไม่อยากรู้อะไร,Level 1,#โรคซึมเศร้า #อยากตาย
4406,2021-10-10 16:17:46,9e900b67bb8d,ขอได้ไหมขอตายได้ไหม,Level 1,#โรคซึมเศร้า #อยากตาย
4407,2021-10-05 7:50:29,9f05563d6551,อยากตายแล้วจริงๆนะ,Level 1,#โรคซึมเศร้า
4408,2021-10-23 17:27:41,9f1c3dd490bc,เหนื่อยมากจริงๆอยากหายไปจากที่นี่,Level 1,#โรคซึมเศร้า
4409,2021-07-15 12:41:09,9f444b2aa574,สุดท้ายก็วนมาจุดเดิมเมื่อไหร่จะตายวะ,Level 1,"#ความรู้สึกของวันนี้ 
#โรคซึมเศร้า"
4410,2021-09-30 18:04:58,9fe72e38540f,ไม่ได้อยากตายแต่ก็ไม่ได้อยากมีชีวิตอยู่ต่อเหมือนกัน,Level 1,#โรคซึมเศร้า
4411,2021-10-07 12:48:10,a0e6d1bff9d2,อยากตายแต่แม่งก็ยังตายไม่ได้อ่ะ,Level 1,#เธรดเศร้า #โรคซึมเศร้า
4412,2021-10-06 15:53:43,a1c5a9316fef,ขอตายเลยได้ไหมไม่อยากอยู่แล้ว,Level 1,#โรคซึมเศร้า
4413,2021-09-26 15:28:05,a283b9b50ec3,ถ้าเราตายไปแล้วก็อย่าหันกลับมารักและเข้าใจเราเลย,Level 1,#โรคซึมเศร้า
4414,2021-07-19 3:39:34,a35cd05544e4,กูไม่ได้เลี้ยงมึงมาแบบนี้ปล่อยให้มันตายไปไม่ต้องสนใจอืมรู้แล้วจะตายแล้วขอบคุณ,Level 1,#โรคซึมเศร้า
4416,2021-10-17 5:15:38,a3d1d45cb54d,เหนื่อยว่ะทำไมตื่นมาต้องมาเจออะไรแบบนี้ด้วยวะไม่อยากตื่นมาเลย,Level 1,#โรคซึมเศร้า
4417,2021-10-22 10:58:39,a3d1d45cb54d,รู้สึกได้จิงๆว่าตัวเราเข้าใกล้ความตายขึ้นทุกวันไม่รู้เหมือนกันว่าจะหยุดมันไว้ได้แบบนี้อีกนานแค่ไหน,Level 1,#โรคซึมเศร้า
4418,2021-10-28 15:36:08,a3d1d45cb54d,บางคนวิ่งหนีความตายแต่เรากลับวิ่งหาความตาย,Level 1,#โรคซึมเศร้า
4420,2021-04-05 10:13:33,a3f8e07ba34c,ตอนเด็กอยากโตโตมาอยากตาย,Level 1,#ซึมเศร้า
4421,2021-04-05 9:38:40,a3f8e07ba34c,เมื่อไรจะตาย,Level 1,#ซึมเศร้า
4422,2021-04-05 12:39:54,a3f8e07ba34c,คิดถึงความตายแล้วแม่งผ่อนคลายดีว่ะ,Level 1,#โรคซึมเศร้า
4423,2021-04-05 9:32:28,a3f8e07ba34c,อย่าหลอกตัวเองเลยหน่าใครๆก็อยากตายทั้งนั้นแหละ,Level 1,#โรคซึมเศร้า
4424,2021-09-23 5:34:32,a40e3cd87b9d,เราเหมาะกับการจากไปให้พวกคุณคิดถึงมากกว่าการมีตัวตนอยู่ตรงนั้น,Level 1,#โรคซึมเศร้า
4425,2021-09-26 19:40:51,a40e3cd87b9d,อยากตาย,Level 1,#โรคซึมเศร้า
4426,2021-09-28 13:28:07,a40e3cd87b9d,ชีวิตที่เหลือหลังจากนี้เอาคืนไปได้ไหมอะไม่อยากใช้แล้ว,Level 1,#โรคซึมเศร้า
4427,2021-10-31 17:04:48,a40e3cd87b9d,เบื่อไปหมดชีวิตนี้แมร่งห่วยแตกสัสๆสมองคิดแต่เรื่องเดิมๆแล้วก็ร้องไห้นั่งก็ร้องนอนก็ร้องอยากตาย,Level 1,#โรคซึมเศร้า
4429,2021-10-31 9:07:34,a40e3cd87b9d,ทำไมเราไม่ตายไปสักทีนะ,Level 1,#โรคซึมเศร้า
4430,2021-10-30 18:04:01,a40e3cd87b9d,มากลับมาอีกแล้วดิ่งอีกแล้วความรู้สึกที่อยากจะหายไปจากโลกนี้มันกลับมาอีกแล้วเหนื่อยอีกแล้วทำไงดีควรทำไงดีอีกแล้ว,Level 1,#โรคซึมเศร้า
4431,2021-10-15 12:32:33,a4b01634a692,เรามีชีวิตไปเพื่ออะไรกันนะอยากหายไปจังไม่อยากมีชีวิตอยู่แล้ว,Level 1,#โรคซึมเศร้า
4432,2021-10-22 16:14:52,a5029da343a0,ทำไมคนที่ตายไม่ใช่ฉันทำไมคนที่ได้ไม่ใช่ฉันทำไมมันไม่เกิดกับฉัน,Level 1,#อยากตาย
4433,2021-10-09 1:32:40,a53e85729764,ไม่เคยขอพรให้ตัวเองมีชีวิตอยู่เลยสักครั้ง,Level 1,#อยากตาย
4434,2021-10-04 17:38:34,a5ad0cb67e66,ตอนจะตายนี้ทรมานมั้ยนะจะทรมานเหมือนตอนอยู่มั้ย,Level 1,#โรคซึมเศร้า
4435,2021-10-12 17:23:21,a5c4288d1e94,ชีวิตที่วนลูปแค่เติบโตเจ็บปวดแตกสลายและรอเวลาที่จะหายไป,Level 1,#โรคซึมเศร้า
4436,2021-10-13 16:25:38,a6faea9b72c2,อยากตายมากๆทำยังไงดี,Level 1,#โรคซึมเศร้า
4437,2021-09-22 9:53:29,a710bf10164a,สู้กับความคิดอยากตายๆไปชะในหัวของตัวเองเฉยๆก็หนักแล้วยังต้องมาเจอเรื่องห่าเหวในทุกวันอีก,Level 1,#โรคซึมเศร้า 
4438,2021-05-24 4:45:00,a72b796fbc71,ก็พึ่งจะมีชีวิตมาได้แค่นี้เองทำไมอยากหยุดมันไว้แค่ตรงนี้นะ,Level 1,#โรคซึมเศร้า
4439,2021-10-20 12:05:17,a7a613752a24,นี่เรามีชีวิตอยู่เพื่ออะไรกัน,Level 1,#โรคซึมเศร้า
4440,2021-09-04 14:51:35,a7a6249bdf86,เสียใจมากๆที่ลืมตามาแล้วพบว่าตัวเองยังมีชีวิตอยู่,Level 1,#ซึมเศร้า
4441,2021-09-04 14:47:16,a7a6249bdf86,ตอนนี้ไม่อยากเป็นอะไรทั้งนั้นนอกจากคนตาย,Level 1,#ซึมเศร้า
4442,2021-10-03 18:29:59,a8403acd799b,เมื่อไหร่จะเป็นเรานะคนที่หายไปตลอดกาล,Level 1,#โรคซึมเศร้า
4443,2021-10-12 12:51:59,a8403acd799b,เสียใจครั้งหนึ่งอยากตายตลอดไป,Level 1,#โรคซึมเศร้า
4444,2021-09-23 11:02:54,a8988bcdd9f6,อยากหายไปจากโลกนี้จริงๆ,Level 1,#โรคซึมเศร้า
4445,2021-06-26 10:58:16,a8d22c5a9fca,มีใครอยากตายพร้อมกันมั้ยคะ,Level 1,#โรคซึมเศร้า
4446,2021-10-04 5:42:13,aa1865b39d54,ความตายอยู่แค่เอื้อมแต่ทำไมมันเอื้อมไม่ถึงสักที,Level 1,#โรคซึมเศร้า
4447,2021-09-26 11:17:06,aa5534f5afb2,ฉันได้แต่หวังว่าความตายของฉันจะมีค่ามากกว่าการมีชีวิตอยู่,Level 1,#โรคซึมเศร้า
4448,2021-11-01 6:50:02,aab65ff69c9c,เกลียดครอบครัวเกลียดตัวเองเกลียดทุกอย่างไม่อยากอยู่ด้วยซ้ำไม่อยากเกิดมาด้วยซ้ำ,Level 1,#โรคซึมเศร้า
4449,2021-07-02 17:05:43,ab1b17ae49cd,ขอลาออกจากการมีชีวิตอยู่ได้ไหมวะเหนื่อยจะแย่อยู่ละ,Level 1,#โรคซึมเศร้า
4450,2021-09-23 19:28:45,ab361d896f12,ความอยากตายมันไม่เคยหายไปไหนแต่ตอนนี้เราแค่ต้องหายใจต่อไป,Level 1,#โรคซึมเศร้า
4451,2021-09-24 19:12:47,ab361d896f14,ไม่อยากเป็นคนเก่งเลยอยากเป็นคนตาย,Level 1,#โรคซึมเศร้า
4452,2021-06-02 3:38:32,ab5201631aca,ที่ยังอยู่ตอนนี้แค่สงสัยว่าตายไปจะสงบจริงๆหรือป่าวเราเหนื่อยมามากแล้วนะ,Level 1,#โรคซึมเศร้า
4453,2021-06-02 3:36:19,ab5201631aca,อยากตาย,Level 1,#โรคซึมเศร้า
4454,2021-06-02 3:34:08,ab5201631aca,บอกให้เรามีชีวิตอยู่บอกเราว่าห้ามตายแต่คุณไม่ได้คิดสินะว่าที่เรามีชีวิตอยู่มันทรมานแค่ไหน,Level 1,#โรคซึมเศร้า
4455,2021-06-02 3:30:49,ab5201631aca,ขอให้ไม่ตื่นมาในวันพรุ่งนี้เหนื่อยเหลือเกิน,Level 1,#โรคซึมเศร้า
4456,2021-06-02 2:59:15,ab5201631aca,เหนื่อยว่ะการพยายามมีชีวิตอยู่ทำไมมันเหนื่อยขนาดนี้,Level 1,#โรคซึมเศร้า
4457,2021-10-11 10:49:10,ab5a1294debf,บนโลกใบนี้เราหายไปสักคนทุกอย่างก็ยังเหมือนเดิมการมีอยู่หรือไม่มีก็ไม่ต่างกัน,Level 1,#โรคซึมเศร้า
4458,2021-10-01 4:05:35,abc42c436b75,อยากตายอีกแล้วหรอ,Level 1,#ชีวิตมันบ้า #ความรู้สึก #ความเศร้า #โรคซึมเศร้า
4459,2021-04-05 14:38:07,abc4969a7a8d,ไม่อยากตื่นขึ้นมาอีกเลยฆ่าฉันที,Level 1,#โรคซึมเศร้า
4460,2021-10-16 12:39:20,ac23d1141203,หวังว่าสักวันเราจะตายสักที,Level 1,#โรคซึมเศร้า
4461,2021-10-04 11:54:19,ace656c720c8,อยากตาย,Level 1,#โรคซึมเศร้า
4462,2021-10-18 12:23:41,afb266d13170,อย่าด่าหนูเยอะถ้าหนูตายเดียวไม่มีคนให้ด่านะ,Level 1,#โรคซึมเศร้า
4463,2021-07-03 23:00:49,afbb55a27d58,นั่งรอเวลาตาย,Level 1,#โรคซึมเศร้า #อยากตาย
4464,2021-10-16 15:07:54,b0b5386e3096,เดียวก็ตาย,Level 1,#โรคซึมเศร้า
4465,2021-09-29 8:20:07,b147b7832849,โครตเหนื่อยเลยอีเหี้ยอยากตายไปให้จบกูบ่นแบบนี้แม่งความจริงทั้งนั้นแหละ,Level 1,#อยากตาย
4466,2021-10-15 11:45:45,b222c7b8055e,ฉันคิดถึงความตายทีไรทำไมมันรู้สึกเจ็บที่หัวใจจัง,Level 1,#โรคซึมเศร้า
4467,2021-10-10 16:04:21,b27f808313fd,ฉันก็แอบหวังนิดๆว่าเมื่อตายแล้วชีวิตฉันมันจะดีกว่าตอนที่ยังอยู่,Level 1,#โรคซึมเศร้า
4468,2021-10-10 15:58:07,b27f808313fd,โลกนี้มันไม่น่าอยู่สำหรับฉันอีกต่อไปถ้าหากเป็นไปได้ก็อยากหายไปอยู่เหมือนกัน,Level 1,#โรคซึมเศร้า
4469,2021-09-26 10:34:28,b394106bd631,อยากหายไปเต็มทนแล้วล่ะ,Level 1,#โรคซึมเศร้า
4470,2021-10-14 7:02:17,b394106bd635,เหนื่อยจนคิดว่าตายไปซะยังดีกว่า,Level 1,#โรคซึมเศร้า
4471,2021-10-16 19:01:10,b394106bd636,ตอนนี้แย่คิดอยากแต่ตาย,Level 1,#โรคซึมเศร้า #อยากตาย
4472,2021-10-19 15:46:34,b3f690c13a32,ไม่อยากอยู่บนโลกนี้แล้วทุกคนใจร้ายเกินไป,Level 1,#ปัญหาชีวิต #ปัญหาครอบครัว #ปัญหา #หาที่ระบาย
4473,2021-10-17 2:38:54,b654e4745a60,เบื่อเหนื่อยกับทุกอย่างไม่อยากมีชีวิตอยู่เลย,Level 1,#โรคซึมเศร้า
4474,2021-10-17 2:34:57,b654e4745a61,ความตายมันไม่ได้แย่ซะหน่อยมันคือการปลดปล่อยเพราะฉะนั้นได้โปรปลดปล่อยผมเถอะนะ,Level 1,#โรคซึมเศร้า #ซึมเศร้าเพื่อนรัก
4475,2021-10-04 17:28:19,b6d5f0e514c2,เหนื่อยหมดแรงท้อมากอยากหายไปไม่อยากตื่นมาเจอโลกในวันพรุ่งนี้,Level 1,#โรคซึมเศร้า
4476,2021-10-25 21:08:20,b7858a8c3054,อยากตามไปอยู่กับคนบนฟ้า,Level 1,#โรคซึมเศร้า
4477,2021-10-30 13:31:49,b7dd424ebece,บางทีก็ตายซะให้จบไป,Level 1,#โรคซึมเศร้า #ซึมเศร้า #ปัญหาครอบครัว
4479,2021-09-25 12:23:17,b987f6963faf,ทุกครั้งที่เครียดไม่อยากให้มีวันพรุ่งนี้เลย,Level 1,#โรคซึมเศร้า
4480,2021-10-28 9:04:03,b9b67f7dcda4,พยายามทำทุกอย่างเพื่อทุกคนมันยังไม่พอหรอจะเอาอะไรอีกเอาชีวิตเราไปเลยมั้ย,Level 1,#โรคซึมเศร้า
4481,2021-09-26 2:44:43,b9d0b20ddacb,ความรู้สึกอยากตายไม่เคยหายไปเลยตอนนั้นอยากตายยังไงตอนนี้ก็ยังอยากตายเหมือนเดิม,Level 1,#อยากตาย
4483,2021-11-01 6:50:45,ba7276592b41,คิดแต่เรื่องตายนี่ผิดมั้ยคะอยากตายให้จบๆไม่อยากอยู่แล้วโลกไม่ได้ใจร้ายเลยแต่คนในครอบครัวต่างหากที่ใจร้าย,Level 1,#โรคซึมเศร้า
4485,2021-10-04 4:45:46,bb10ed91f426,เหนื่อยจนอยากหายไปจากโลกนี้,Level 1,#โรคซึมเศร้า
4486,2021-04-02 15:29:31,bb29182a4c85,ตอนเด็กอยากโตโตมาอยากตาย,Level 1,#โรคซึมเศร้า
4487,2021-06-06 5:48:02,bbb2bc2f209e,อยากตายให้มันจบๆไปเหนื่อยจะแบกรับความรู้สึกทั้งหมดไว้แล้วไม่ว่าจะทำดีแค่ไหนมันก็ไม่เคยดีสักทีโอเคขอบคุณ,Level 1,#โรคซึมเศร้า
4488,2021-06-06 1:35:29,bbb2bc2f209e,สุดท้ายแล้วเราจะมีชีวิตอยู่ไปเพื่ออะไรกันนะ,Level 1,#โรคซึมเศร้า
4489,2021-11-03 19:32:08,a2be98a59766,ทำไมยังหายใจอยู่อีกวะ,Level 1,#โรคซึมเศร้า
4490,2021-04-01 3:21:00,bbff0bfcddac,ถ้าตายไปก็คงไม่รู้สึกเจ็บปวดแบบนี้ใช่ไหมล่ะ,Level 1,#โรคซึมเศร้า
4491,2021-10-20 16:16:17,bc529ca78aa5,บางคนกลัวความตายแต่เรากลับกลัวการมีชีวิตอยู่,Level 1,#โรคซึมเศร้า
4492,2021-10-19 14:56:04,bc9082e32033,ตายแล้วคงได้รับความรักสินะ,Level 1,#โรคซึมเศร้า
4493,2021-09-23 13:00:10,bc9bb4475b5b,เมื่อไหร่โลกจะปล่อยให้กูหลุดพ้นไปสักที,Level 1,#โรคซึมเศร้า
4494,2021-10-06 18:09:32,a16e104bb1db,วันนึงถ้าเราไม่ไหวแล้วเรากล้าพอเราคงไม่ขออยู่บนโลกใบนี้ต่อไปอีกแล้ว,Level 1,#โรคซึมเศร้า
4495,2021-10-13 18:01:57,a16e104bb1db,รู้อยู่แก่ใจว่าตัวเองไม่มีทางหายจากโรคนี้หรอกนอกจากจะตายไปให้มันจบๆ,Level 1,#โรคซึมเศร้า
4496,2021-10-19 17:19:11,a16e104bb1db,ทำไมไม่ตายให้จบๆไปวะโครตอยากตายเลยทำไมการมีชีวิตอยู่มีเหนื่อยแล้วก็เครียดขนาดนี้หรอ,Level 1,#โรคซึมเศร้า
4497,2021-10-26 3:41:47,a16e104bb1db,อยากหายไปจากโลกนี้อยากหายไปจากตรงนี้เมื่อไหร่วันนั้นจะเป็นวันของเรา,Level 1,#โรคซึมเศร้า
4498,2021-09-27 2:24:23,be1a6a928648,เบื่อว่ะไม่อยากอยู่แล้ว,Level 1,#โรคซึมเศร้า
4499,2021-09-29 19:36:07,be1a6a928649,ตายไปก็ดีอะคนแบบกูเหนื่อยพอละโลกเหี้ยใส่กูเยอะไปว่ะบางที,Level 1,#โรคซึมเศร้า
4500,2021-05-24 8:16:07,be5fbf10fb57,ตายก็แค่ตายไงเพราะหนูก็อยากตายมาโดยตลอดจริงๆแล้วหนูไม่อยากเกิดเลยด้วยซ้ำ,Level 1,#โรคซึมเศร้า
4501,2021-05-24 8:16:07,be5fbf10fb58,มันคงจะดีกว่าถ้าเป็นเราที่หายไป,Level 1,#โรคซึมเศร้า
4502,2021-10-15 19:03:47,3de311ec692d,กูเจ็บปวดมากแล้วก็รู้สึกตัวเองเข้าใกล้ความตายขึ้นด้วย,Level 1,#โรคซึมเศร้า
4503,2021-11-03 12:32:00,d40a0adc1ec7,หรือว่าการตายจะเป็นทางออกที่ดีที่สุดสำหรับเรานะ,Level 1,#โรคซึมเศร้า
4504,2021-07-13 6:03:13,bfaf4c4b02f4,เราไม่อยากหายเราอยากตาย,Level 1,#โรคซึมเศร้า #ซึมเศร้า
4505,2021-10-08 7:53:58,bfb439812fc7,ถ้าตายได้ก็อยากจะตายๆไปเลย,Level 1,#โรคซึมเศร้า
4506,2021-07-14 1:37:48,bfc3c0c89d00,ถ้าเราคิดเรื่องตายก่อนนอนทุกวันจนนอนไม่หลับมันถึงขั้นรุนแรงมั้ยอะมันเกี่ยวกับโรคซึมเศร้าด้วยมะ,Level 1,#โรคซึมเศร้า
4507,2021-08-25 6:52:55,bfcc471b2d55,ที่บอกว่าอยากตายไม่เคยพูดเล่นเลยนะ,Level 1,#ออฟกัน
4508,2021-09-25 16:26:36,c0db921b2e71,ถ้าหากไม่รู้ว่าจะมีชีวิตอยู่ไปเพื่ออะไร,Level 1,#โรคซึมเศร้า
4509,2021-10-15 8:34:23,c0db921b2e72,อยากพักยาวๆไม่ต้องตื่นมันทรมานมากจริงๆมันร้องไห้อยู่ข้างในใจมันร้องจริงไม่ออกอธิบายไม่ถูกมันระทมมากอ่ะ,Level 1,#โรคซึมเศร้า
4510,2021-09-25 19:56:57,c1503c091a06,ทำไมกูไม่ตาย,Level 1,#โรคซึมเศร้า
4511,2021-09-30 13:08:18,c1503c091a07,อยากตายอีกแล้วหรอ,Level 1,#โรคซึมเศร้า
4512,2021-09-30 13:08:18,c1503c091a08,บางทีก็สับสนว่าถ้ามีชีวิตอยู่ต่อไปมันจะไหวหรือเปล่า,Level 1,#โรคซึมเศร้า
4513,2021-09-30 13:07:00,c1503c091a09,ตายไปก็ดีอะคนแบบกูเหนื่อยพอละโลกเหี้ยใส่กูเยอะไปว่ะบางที,Level 1,#โรคซึมเศร้า
4514,2021-10-27 4:48:13,c19a9770f496,ฉันรู้สึกว่าฉันเบื่อชีวิตนี้ฉันอยากตายตลอดเวลาชีวิตนี้แม่งไม่มีเหี้ยไรดีเลย,Level 1,#โรคซึมเศร้า
4515,2021-10-27 4:48:13,c19a9770f497,อยากลบตัวตนเด็กคนนี้แล้วโอบกอดคุณแม่ก่อนจะสลายหายไป,Level 1,#โรคซึมเศร้า
4516,2021-09-23 22:46:51,c228ade0c7b0,อยากนอนหลับไปแล้วไม่ฟื้นขึ้นมาอีกเลย,Level 1,#โรคซึมเศร้า
4517,2021-10-22 4:27:51,c228ade0c7b2,ให้โอกาสกูตายเถอะกูเหนื่อยแล้ว,Level 1,#โรคซึมเศร้า
4518,2021-10-28 3:06:46,c2449dc634e3,ฉันรู้สึกว่าฉันเบื่อชีวิตนี้ฉันอยากตายตลอดเวลาชีวิตนี้แม่งไม่มีเหี้ยไรดีเลย,Level 1,#โรคซึมเศร้า
4519,2021-09-24 11:14:32,c26c3766ce24,ฉันอยากจะนอนพักและไม่ตื่นขึ้นมาอีกเลย,Level 1,#โรคซึมเศร้า
4521,2021-08-02 1:02:39,c374abac7d51,อยากหลับไม่ตื่นอยากลืมทุกเรื่องราว,Level 1,#โรคซึมเศร้า
4522,2021-08-01 16:36:20,c374abac7d51,เห้อไอเหี้ยเอ้ยกูอยากตายวะ,Level 1,#โรคเครียด#โรคซึมเศร้า
4523,2021-10-27 16:45:07,c38a39ba7872,จากความว่างเปล่าสู่ความว่างเปล่าจากความตายสู่ความตาย,Level 1,#โรคซึมเศร้า
4524,2021-09-25 13:46:32,c43b9e1ce745,อยากตายว่ะไม่รู้มีชีวิตไว้ทำไมไม่รู้ไอเหี้ยเอ้ย,Level 1,#อยากตาย
4525,2021-10-16 18:45:14,c517674fe4e2,ขอแค่พรุ่งนี้ตื่นมาไม่ต้องรู้สึกว่าตัวเองเป็นภาระของใครอีก,Level 1,#โรคซึมเศร้า
4526,2021-10-19 15:08:26,c517674fe4e4,อยากหลับตาแล้วไม่ต้องตื่นแค่ต้องตื่นมารู้ว่าไม่มีคนเข้าใจเราก็ไม่อยากตื่นแล้ว,Level 1,#โรคซึมเศร้า
4527,2021-10-31 13:23:43,c517674fe4e5,ตอนเด็กอยากโตตอนโตอยากตายตอนนี้อยากตายมาก,Level 1,#โรคซึมเศร้า
4528,2021-09-30 2:33:52,c60c42e2ca54,หาเพื่อนปลอบได้มั้ยตอนนี้อยากตายจังเลยไม่ไหวแล้วเจ็บปวด,Level 1,#โรคซึมเศร้า #ครอบครัวไม่ใช่เซฟโซน
4529,2021-10-08 13:28:23,c62293ce15f6,ตื่นมาก็พบแต่กับความว่างเปล่าอยากจะนอนๆแล้วก็ตายไปเลยมันน่าจะมีความสุขมากกว่าการมีชีวิตอยู่,Level 1,#โรคซึมเศร้า #อยากหายไป #อยากตาย #ซึมเศร้าเพื่อนรัก
4530,2021-10-30 12:08:13,c636f33e9c6e,อยากจะหายไปจากโลกนี้จัง,Level 1,#โรคซึมเศร้า
4531,2021-10-25 18:05:27,c65f27fc1aa5,คนที่เขาไม่อยากตายทำไมถึงตายแล้วคนอย่างเราที่อยากตายทำไมถึงไม่ตายไปสักที,Level 1,#โรคซึมเศร้า
4532,2021-10-20 17:13:34,c66ab2e43779,ฉันฆ่าตัวตายเป็นพันๆครั้งในความคิด,Level 1,#โรคซึมเศร้า
4533,2021-10-10 20:43:45,c7224df9638b,เป็นไอกากเป็นไออ่อนไม่มีอะไรดีเลยสักอย่างใช้ชีวิตด้วยความลำบากทุกข์ทนทรมาณแทบตายได้แต่หวังว่าฉันจะตายสักที,Level 1,#โรคซึมเศร้า
